Timestep,Region,acei
2016,LAM,0.85
LAM,2017,0.825
2017,LAM,0.825
LAM,2018,0.8
2018,LAM,0.8
LAM,2019,0.775
2019,LAM,0.775
LAM,2020,0.75
2020,LAM,0.75
LAM,2021,0.725
2021,LAM,0.725
LAM,2022,0.7
2022,LAM,0.7
LAM,2023,0.675
2023,LAM,0.675
LAM,2024,0.65
2024,LAM,0.65
LAM,2025,0.625
2025,LAM,0.625
LAM,2026,0.6
2026,LAM,0.6
LAM,2027,0.575
2027,LAM,0.575
LAM,2028,0.55
2028,LAM,0.55
LAM,2029,0.525
2029,LAM,0.525
LAM,2030,0.5
2030,LAM,0.5
LAM,2031,0.4875
2031,LAM,0.4875
LAM,2032,0.475
2032,LAM,0.475
LAM,2033,0.4625
2033,LAM,0.4625
LAM,2034,0.45
2034,LAM,0.45
LAM,2035,0.4375
2035,LAM,0.4375
LAM,2036,0.425
2036,LAM,0.425
LAM,2037,0.4125
2037,LAM,0.4125
LAM,2038,0.4
2038,LAM,0.4
LAM,2039,0.3875
2039,LAM,0.3875
LAM,2040,0.375
2040,LAM,0.375
LAM,2041,0.3625
2041,LAM,0.3625
LAM,2042,0.35
2042,LAM,0.35
LAM,2043,0.3375
2043,LAM,0.3375
LAM,2044,0.325
2044,LAM,0.325
LAM,2045,0.3125
2045,LAM,0.3125
LAM,2046,0.3
2046,LAM,0.3
LAM,2047,0.2875
2047,LAM,0.2875
LAM,2048,0.275
2048,LAM,0.275
LAM,2049,0.2625
2049,LAM,0.2625
LAM,2050,0.25
2050,LAM,0.25
LAM,2051,0.249
2051,LAM,0.249
LAM,2052,0.248
2052,LAM,0.248
LAM,2053,0.247
2053,LAM,0.247
LAM,2054,0.246
2054,LAM,0.246
LAM,2055,0.245
2055,LAM,0.245
LAM,2056,0.244
2056,LAM,0.244
LAM,2057,0.243
2057,LAM,0.243
LAM,2058,0.242
2058,LAM,0.242
LAM,2059,0.241
2059,LAM,0.241
LAM,2060,0.24
2060,LAM,0.24
LAM,2061,0.239
2061,LAM,0.239
LAM,2062,0.238
2062,LAM,0.238
LAM,2063,0.237
2063,LAM,0.237
LAM,2064,0.236
2064,LAM,0.236
LAM,2065,0.235
2065,LAM,0.235
LAM,2066,0.234
2066,LAM,0.234
LAM,2067,0.233
2067,LAM,0.233
LAM,2068,0.232
2068,LAM,0.232
LAM,2069,0.231
2069,LAM,0.231
LAM,2070,0.23
2070,LAM,0.23
LAM,2071,0.229
2071,LAM,0.229
LAM,2072,0.228
2072,LAM,0.228
LAM,2073,0.227
2073,LAM,0.227
LAM,2074,0.226
2074,LAM,0.226
LAM,2075,0.225
2075,LAM,0.225
LAM,2076,0.224
2076,LAM,0.224
LAM,2077,0.223
2077,LAM,0.223
LAM,2078,0.222
2078,LAM,0.222
LAM,2079,0.221
2079,LAM,0.221
LAM,2080,0.22
2080,LAM,0.22
LAM,2081,0.219
2081,LAM,0.219
LAM,2082,0.218
2082,LAM,0.218
LAM,2083,0.217
2083,LAM,0.217
LAM,2084,0.216
2084,LAM,0.216
LAM,2085,0.215
2085,LAM,0.215
LAM,2086,0.214
2086,LAM,0.214
LAM,2087,0.213
2087,LAM,0.213
LAM,2088,0.212
2088,LAM,0.212
LAM,2089,0.211
2089,LAM,0.211
LAM,2090,0.21
2090,LAM,0.21
LAM,2091,0.209
2091,LAM,0.209
LAM,2092,0.208
2092,LAM,0.208
LAM,2093,0.207
2093,LAM,0.207
LAM,2094,0.206
2094,LAM,0.206
LAM,2095,0.205
2095,LAM,0.205
LAM,2096,0.204
2096,LAM,0.204
LAM,2097,0.203
2097,LAM,0.203
LAM,2098,0.202
2098,LAM,0.202
LAM,2099,0.201
2099,LAM,0.201
LAM,2100,0.2
2100,LAM,0.2
LAM,2101,0.238
2101,LAM,0.238
LAM,2102,0.276
2102,LAM,0.276
LAM,2103,0.314
2103,LAM,0.314
LAM,2104,0.352
2104,LAM,0.352
LAM,2105,0.39
2105,LAM,0.39
LAM,2106,0.428
2106,LAM,0.428
LAM,2107,0.466
2107,LAM,0.466
LAM,2108,0.504
2108,LAM,0.504
LAM,2109,0.542
2109,LAM,0.542
LAM,2110,0.58
2110,LAM,0.58
LAM,2111,0.618
2111,LAM,0.618
LAM,2112,0.656
2112,LAM,0.656
LAM,2113,0.694
2113,LAM,0.694
LAM,2114,0.732
2114,LAM,0.732
LAM,2115,0.77
2115,LAM,0.77
LAM,2116,0.808
2116,LAM,0.808
LAM,2117,0.846
2117,LAM,0.846
LAM,2118,0.884
2118,LAM,0.884
LAM,2119,0.922
2119,LAM,0.922
LAM,2120,0.96
2120,LAM,0.96
LAM,2121,0.998
2121,LAM,0.998
LAM,2122,1.036
2122,LAM,1.036
LAM,2123,1.074
2123,LAM,1.074
LAM,2124,1.112
2124,LAM,1.112
LAM,2125,1.15
2125,LAM,1.15
LAM,2126,1.188
2126,LAM,1.188
LAM,2127,1.226
2127,LAM,1.226
LAM,2128,1.264
2128,LAM,1.264
LAM,2129,1.302
2129,LAM,1.302
LAM,2130,1.34
2130,LAM,1.34
LAM,2131,1.378
2131,LAM,1.378
LAM,2132,1.416
2132,LAM,1.416
LAM,2133,1.454
2133,LAM,1.454
LAM,2134,1.492
2134,LAM,1.492
LAM,2135,1.53
2135,LAM,1.53
LAM,2136,1.568
2136,LAM,1.568
LAM,2137,1.606
2137,LAM,1.606
LAM,2138,1.644
2138,LAM,1.644
LAM,2139,1.682
2139,LAM,1.682
LAM,2140,1.72
2140,LAM,1.72
LAM,2141,1.758
2141,LAM,1.758
LAM,2142,1.796
2142,LAM,1.796
LAM,2143,1.834
2143,LAM,1.834
LAM,2144,1.872
2144,LAM,1.872
LAM,2145,1.91
2145,LAM,1.91
LAM,2146,1.948
2146,LAM,1.948
LAM,2147,1.986
2147,LAM,1.986
LAM,2148,2.024
2148,LAM,2.024
LAM,2149,2.062
2149,LAM,2.062
LAM,2150,2.1
2150,LAM,2.1
LAM,2151,2.138
2151,LAM,2.138
LAM,2152,2.176
2152,LAM,2.176
LAM,2153,2.214
2153,LAM,2.214
LAM,2154,2.252
2154,LAM,2.252
LAM,2155,2.29
2155,LAM,2.29
LAM,2156,2.328
2156,LAM,2.328
LAM,2157,2.366
2157,LAM,2.366
LAM,2158,2.404
2158,LAM,2.404
LAM,2159,2.442
2159,LAM,2.442
LAM,2160,2.48
2160,LAM,2.48
LAM,2161,2.518
2161,LAM,2.518
LAM,2162,2.556
2162,LAM,2.556
LAM,2163,2.594
2163,LAM,2.594
LAM,2164,2.632
2164,LAM,2.632
LAM,2165,2.67
2165,LAM,2.67
LAM,2166,2.708
2166,LAM,2.708
LAM,2167,2.746
2167,LAM,2.746
LAM,2168,2.784
2168,LAM,2.784
LAM,2169,2.822
2169,LAM,2.822
LAM,2170,2.86
2170,LAM,2.86
LAM,2171,2.898
2171,LAM,2.898
LAM,2172,2.936
2172,LAM,2.936
LAM,2173,2.974
2173,LAM,2.974
LAM,2174,3.012
2174,LAM,3.012
LAM,2175,3.05
2175,LAM,3.05
LAM,2176,3.088
2176,LAM,3.088
LAM,2177,3.126
2177,LAM,3.126
LAM,2178,3.164
2178,LAM,3.164
LAM,2179,3.202
2179,LAM,3.202
LAM,2180,3.24
2180,LAM,3.24
LAM,2181,3.278
2181,LAM,3.278
LAM,2182,3.316
2182,LAM,3.316
LAM,2183,3.354
